codingWeek,channelId,videoId,title,publishedAt,viewCount,likeCount,dislikeCount,commentCount,duration,channelTitle,subscriberCount,country,videoURL,Language,Source Type,1st Theme,2nd Theme,Perspective,Who,Who Background,Whom,Whom Background,Verification,Verification.1,Comments,Coder,weekIndex,Comment,1st Theme String,Source Type String,Prevention String
2020-02-02-2020-02-09,UC4SUWizzKc1tptprBkWjX2Q,ZMPqQg23xhQ,China opens coronavirus hospital built in 10 days,2020-02-04T21:36:48Z,688692,4399.0,240.0,1216.0,92,South China Morning Post,1350000,HK,https://www.youtube.com/watch?v=ZMPqQg23xhQ,1.0,1.0,4.5,2.0,1.0,9.0,7.0,9.0,7.0,1.1,,,0.0,5,,Prevention and Action,Straight news,Other prevention
2020-02-02-2020-02-09,UCIRYBXDze5krPDzAEOxFGVA,gASCBhA2bE4,Coronavirus outbreak: should you wear a face mask?,2020-02-05T14:15:18Z,674011,5024.0,1972.0,1996.0,194,Guardian News,1290000,GB,https://www.youtube.com/watch?v=gASCBhA2bE4,,,,,,,,,,,,,,5,,Not coded,Not coded,Not coded
2020-02-02-2020-02-09,UC07-dOwgza1IguKA86jqxNA,qF42gZVm1Bo,How is the new coronavirus affecting people who get it?,2020-02-05T20:13:57Z,582700,887.0,231.0,190.0,85,World Health Organization (WHO),610000,Unknown,https://www.youtube.com/watch?v=qF42gZVm1Bo,,,,,,,,,,,,,,5,,Not coded,Not coded,Not coded
2020-02-02-2020-02-09,UCi7Zk9baY1tvdlgxIML8MXg,RMYQjqiCSHM,"Drone footage captures the eerie, deserted streets of Wuhan, China",2020-02-06T20:29:55Z,569151,2670.0,170.0,772.0,282,CTV News,458000,Unknown,https://www.youtube.com/watch?v=RMYQjqiCSHM,,,,,,,,,,,,,,5,,Not coded,Not coded,Not coded
2020-02-02-2020-02-09,UCupvZG-5ko_eiXAupbDfxWw,RX9r5ORKdp0,Coronavirus whistleblower doctor dies from illness,2020-02-06T16:37:19Z,564355,4702.0,317.0,2507.0,134,CNN,10500000,Unknown,https://www.youtube.com/watch?v=RX9r5ORKdp0,,,,,,,,,,,,,,5,,Not coded,Not coded,Not coded
2020-02-02-2020-02-09,UChirEOpgFCupRAk5etXqPaA,cdqUD7n6x8w,China Completes Wuhan Coronavirus Hospital in 10 Days,2020-02-03T09:26:36Z,513982,3967.0,413.0,2633.0,56,Bloomberg QuickTake News,490000,US,https://www.youtube.com/watch?v=cdqUD7n6x8w,,,,,,,,,,,,,,5,,Not coded,Not coded,Not coded
2020-02-02-2020-02-09,UCzznO4xSV8BKnUBPyswtCUw,1OP7N30coek,Coronavirus threat interview with Dr. John Campbell,2020-02-03T00:29:53Z,380708,3720.0,192.0,1021.0,652,ARIRANG NEWS,392000,Unknown,https://www.youtube.com/watch?v=1OP7N30coek,,,,,,,,,,,,,,5,,Not coded,Not coded,Not coded
2020-02-02-2020-02-09,UCNye-wNBqNL5ZzHSJj3l8Bg,rSJGeC1d2DY,Confused about the Coronavirus? | Start Here,2020-02-06T13:37:52Z,340382,5534.0,330.0,914.0,436,Al Jazeera English,5680000,QA,https://www.youtube.com/watch?v=rSJGeC1d2DY,,,,,,,,,,,,,,5,,Not coded,Not coded,Not coded
2020-02-02-2020-02-09,UCfRZKrhLs6HbL5jEc3OL82w,9aHlFkatMIk,Comment reagissent les poumons face au Coronavirus de la maladie Covid-19 ?,2020-02-05T16:07:18Z,322640,2135.0,116.0,364.0,131,Hopitaux Universitaires de Genève,110000,CH,https://www.youtube.com/watch?v=9aHlFkatMIk,,,,,,,,,,,,,,5,,Not coded,Not coded,Not coded
2020-02-02-2020-02-09,UChirEOpgFCupRAk5etXqPaA,Wmrp9BTLOJ0,"China&#39;s New Coronavirus Anthem: ""Believe Love Will Triumph""",2020-02-04T08:26:05Z,320567,3401.0,635.0,951.0,95,Bloomberg QuickTake News,490000,US,https://www.youtube.com/watch?v=Wmrp9BTLOJ0,,,,,,,,,,,,,,5,,Not coded,Not coded,Not coded
2020-02-02-2020-02-09,UCzznO4xSV8BKnUBPyswtCUw,7tygoEmiP4w,How to tell the difference between the flu and the coronavirus,2020-02-06T04:36:32Z,317617,1567.0,98.0,835.0,112,ARIRANG NEWS,392000,Unknown,https://www.youtube.com/watch?v=7tygoEmiP4w,,,,,,,,,,,,,,5,,Not coded,Not coded,Not coded
2020-02-02-2020-02-09,UCUBIrDsIVzRpKsClMlSlTpQ,eXH1xrnAFas,Coronavirus: timelapse del hospital que China construyo en 10 dias | BBC Mundo,2020-02-03T13:49:45Z,279133,1634.0,55.0,248.0,64,BBC News Mundo,1470000,GB,https://www.youtube.com/watch?v=eXH1xrnAFas,,,,,,,,,,,,,,5,,Not coded,Not coded,Not coded
2020-02-02-2020-02-09,UC83jt4dlz1Gjl58fzQrrKZg,EpEtp_rrMdU,Rise in number of coronavirus cases globally,2020-02-07T13:51:30Z,273342,961.0,108.0,282.0,72,CNA,1010000,SG,https://www.youtube.com/watch?v=EpEtp_rrMdU,,,,,,,,,,,,,,5,,Not coded,Not coded,Not coded
2020-02-02-2020-02-09,UCFPvnkCZbHfBvV8ApBBE0vA,aFPyYoGViZs,"Introduction to Coronaviruses (SARS, MERS, COVID-19): Hosts, Symptoms, History of SARS and MERS",2020-02-02T12:15:00Z,238595,3230.0,127.0,353.0,441,JJ Medicine,121000,CA,https://www.youtube.com/watch?v=aFPyYoGViZs,,,,,,,,,,,,,,5,,Not coded,Not coded,Not coded
2020-02-02-2020-02-09,UCwnKziETDbHJtx78nIkfYug,rgRBK5BW8rM,Geopolitics of the Wuhan coronavirus,2020-02-05T14:12:12Z,232617,13584.0,337.0,1940.0,713,CaspianReport,606000,AZ,https://www.youtube.com/watch?v=rgRBK5BW8rM,,,,,,,,,,,,,,5,,Not coded,Not coded,Not coded
2020-02-02-2020-02-09,UCBi2mrWuNuyYy4gbM6fU18Q,dfISBaqnjs0,Streets of Wuhan deserted amid coronavirus outbreak (Drone Footage),2020-02-06T20:56:16Z,213556,784.0,95.0,387.0,62,ABC News,9620000,US,https://www.youtube.com/watch?v=dfISBaqnjs0,,,,,,,,,,,,,,5,,Not coded,Not coded,Not coded
2020-02-02-2020-02-09,UCWp2llZdBTyQ8pZVnXDcNNg,aOZvf5NOFHs,The new Novel Coronavirus Growing in Culture,2020-02-05T07:03:54Z,194516,,,,79,HKUMed,1630,HK,https://www.youtube.com/watch?v=aOZvf5NOFHs,,,,,,,,,,,,,,5,,Not coded,Not coded,Not coded
2020-02-02-2020-02-09,UCV5G678sZwW5IcF3pCfRbHQ,HfS7sTzuz1c,CORONAVIRUS: ?Que ha pasado? | La Hiperactina,2020-02-06T18:00:24Z,173474,15694.0,242.0,916.0,795,La Hiperactina,164000,ES,https://www.youtube.com/watch?v=HfS7sTzuz1c,,,,,,,,,,,,,,5,,Not coded,Not coded,Not coded
2020-02-02-2020-02-09,UCFPvnkCZbHfBvV8ApBBE0vA,Ac_jL_1u-Ic,"Coronavirus 2019 (COVID-19): Symptoms, Incubation, Risk Factors, Diagnosis, Treatment, Prevention",2020-02-03T21:24:51Z,147937,944.0,56.0,129.0,624,JJ Medicine,121000,CA,https://www.youtube.com/watch?v=Ac_jL_1u-Ic,,,,,,,,,,,,,,5,,Not coded,Not coded,Not coded
2020-02-02-2020-02-09,UCfRZKrhLs6HbL5jEc3OL82w,_IiCS5r9gaU,Comment fonctionne le test de depistage du Coronavirus Covid-19 ?,2020-02-06T09:03:51Z,147421,788.0,48.0,111.0,110,Hopitaux Universitaires de Genève,110000,CH,https://www.youtube.com/watch?v=_IiCS5r9gaU,,,,,,,,,,,,,,5,,Not coded,Not coded,Not coded
2020-02-02-2020-02-09,UCKjU3KzdbJE1EFcHVqXC3_g,kJG595x9gZs,Talking to kids about coronavirus outbreak,2020-02-06T03:38:24Z,43929,227.0,58.0,,323,CBC News: The National,821000,CA,https://www.youtube.com/watch?v=kJG595x9gZs,,,,,,,,,,,,,,5,,Not coded,Not coded,Not coded
2020-02-02-2020-02-09,UCbYmF43dpGHz8gi2ugiXr0Q,V2Lvx1UOqZ0,Severe Acute Respiratory Syndrome (SARS) and COVID-19 - Coronaviruses | Lecturio,2020-02-07T20:41:31Z,41669,447.0,17.0,41.0,454,Lecturio Medical,344000,US,https://www.youtube.com/watch?v=V2Lvx1UOqZ0,,,,,,,,,,,,,,5,,Not coded,Not coded,Not coded
2020-02-02-2020-02-09,UClt7-9Xzj5uteEF91BPXZTQ,Wr1Yi0z_XhU,disinfecting the internet from the coronavirus,2020-02-02T15:19:26Z,27440,1092.0,28.0,84.0,12,tsjepettow,176,NL,https://www.youtube.com/watch?v=Wr1Yi0z_XhU,,,,,,,,,,,,,,5,,Not coded,Not coded,Not coded
2020-02-02-2020-02-09,UCsNG0PHj2VkAFlmbCG9DAqw,8uFZ1Iaeeik,"koronaa vaayrs kyaa hai, WHAT IS CORONAVIRUS IN HINDI, Corona virus safety knowledge, Corona virus safe",2020-02-02T09:19:37Z,22448,736.0,45.0,4.0,419,DLS TODAY NEWS,0,IN,https://www.youtube.com/watch?v=8uFZ1Iaeeik,,,,,,,,,,,,,,5,,Not coded,Not coded,Not coded
2020-02-02-2020-02-09,UCzdgh34HFyN8v2k3ZZA5uNA,7uJPGAlqMGE,New moms in Wuhan donate milk to 6-month-old baby whose mom is a nurse fighting coronavirus,2020-02-04T23:45:01Z,1696,2.0,0.0,2.0,58,The Paper 澎湃新闻,2940,CN,https://www.youtube.com/watch?v=7uJPGAlqMGE,,,,,,,,,,,,,,5,,Not coded,Not coded,Not coded
2020-02-02-2020-02-09,UCpH76SieU--EG2A11wxcq7g,UJNTwkeVOcU,"ASMR Dr Blonde / CoronaVirus Consultation / RED,Blue Gloves / Relaxing Videos",2020-02-06T12:00:05Z,1547,21.0,4.0,5.0,695,He Andrew,7410,US,https://www.youtube.com/watch?v=UJNTwkeVOcU,,,,,,,,,,,,,,5,,Not coded,Not coded,Not coded
2020-02-02-2020-02-09,UCS8ijwbihAxO9grbNnBT09g,gj0M5YHYcVQ,La relacion entre la influenza y el coronavirus,2020-02-03T13:54:56Z,1458,23.0,0.0,2.0,225,Wapa TV,248000,Unknown,https://www.youtube.com/watch?v=gj0M5YHYcVQ,,,,,,,,,,,,,,5,,Not coded,Not coded,Not coded
2020-02-02-2020-02-09,UC6wNQoPhOACnI1iO4QC6u5Q,tx9HXrtB3JQ,Empty shelves in Wuhan as lockdown continues,2020-02-07T09:53:28Z,921,2.0,1.0,0.0,24,Jacaranda FM,37200,Unknown,https://www.youtube.com/watch?v=tx9HXrtB3JQ,,,,,,,,,,,,,,5,,Not coded,Not coded,Not coded
2020-02-02-2020-02-09,UCT3bsJNPZqIktO1ZM8wkYyg,puIDTJftMwI,1540 Coronavirus patients recovered and discharged from Hospital,2020-02-07T19:18:10Z,769,14.0,0.0,1.0,151,World Today,5570,US,https://www.youtube.com/watch?v=puIDTJftMwI,,,,,,,,,,,,,,5,,Not coded,Not coded,Not coded
2020-02-09-2020-02-16,UCVSNOxehfALut52NbkfRBaA,rKek0Y30Ctw,Chinese Police Force Family Into Coronavirus Quarantine,2020-02-09T23:20:39Z,17031750,61393.0,11406.0,9726.0,142,VOA News,1320000,US,https://www.youtube.com/watch?v=rKek0Y30Ctw,3.0,1.0,9.0,4.1,3.0,3.0,7.0,3.0,5.0,1.1,,,1.0,6,,Human Interest,Straight news,Not prevention
2020-02-09-2020-02-16,UC4SUWizzKc1tptprBkWjX2Q,qJA768Jpf4U,"Global coronavirus deaths equal Sars, while new infections drop",2020-02-09T09:21:38Z,10512496,21218.0,4623.0,1060.0,128,South China Morning Post,1350000,HK,https://www.youtube.com/watch?v=qJA768Jpf4U,1.0,1.0,2.0,4.1,3.0,3.0,7.0,3.0,7.0,1.1,,,1.0,6,,Statistics and Modeling,Straight news,Not prevention
2020-02-09-2020-02-16,UCPY9IKSkr2GfFW5jbgA5Qbw,I-Yd-_XIWJg,Coronavirus outbreak (covid 19) explained through 3D Medical Animation,2020-02-11T12:15:00Z,7445804,61910.0,2751.0,4724.0,369,Scientific Animations,0,US,https://www.youtube.com/watch?v=I-Yd-_XIWJg,1.0,8.0,1.0,2.0,3.0,1.0,3.0,9.0,7.0,1.1,,,1.0,6,,Virus information,YouTubers-laypersons/channels,Not prevention
2020-02-09-2020-02-16,UCcYzLCs3zrQIBVHYA1sK2sw,mP-mCfo4-f8,Sadhguru on Coronavirus Outbreak in China,2020-02-11T03:30:01Z,4210123,75132.0,4858.0,5971.0,505,Sadhguru,5460000,IN,https://www.youtube.com/watch?v=mP-mCfo4-f8,1.0,8.0,1.0,0.0,2.0,6.0,6.0,9.0,7.0,1.1,,,1.0,6,,Virus information,YouTubers-laypersons/channels,Not prevention
2020-02-09-2020-02-16,UCoMdktPbSTixAyNGwb-UYkQ,DEgwpOFXWNA,Coronavirus overtakes SARS death toll,2020-02-09T10:51:05Z,3733704,10489.0,1471.0,1256.0,208,Sky News,2580000,GB,https://www.youtube.com/watch?v=DEgwpOFXWNA,1.0,1.0,2.0,4.5,3.0,9.0,7.0,3.0,5.0,1.1,,many of these videos talk about the similarity to SARS as the number of cases surpasses that of sars,1.0,6,,Statistics and Modeling,Straight news,Not prevention
2020-02-09-2020-02-16,UCVSNOxehfALut52NbkfRBaA,B_-rbv0tp2k,Bats For Sale at Indonesia Market Despite Coronavirus Warning,2020-02-15T22:50:46Z,3430542,8837.0,12095.0,9619.0,182,VOA News,1320000,US,https://www.youtube.com/watch?v=B_-rbv0tp2k,1.0,1.0,7.2,0.0,3.0,9.0,7.0,9.0,4.0,1.1,,,1.0,6,,Politics and Blame,Straight news,Not prevention
2020-02-09-2020-02-16,UC16niRr50-MSBwiO3YDb3RA,cEKXaxiBiw4,Coronavirus: Senior Chinese officials &#39;removed&#39; as death toll rises- BBC News,2020-02-14T10:57:15Z,2779639,13398.0,1310.0,4105.0,470,BBC News,8210000,GB,https://www.youtube.com/watch?v=cEKXaxiBiw4,1.0,1.0,1.0,9.0,1.0,8.0,6.0,3.0,2.0,1.1,,,1.0,6,,Virus information,Straight news,Not prevention
2020-02-09-2020-02-16,UCuFFtHWoLl5fauMMD5Ww2jA,TAafDOqfN3M,Patient with coronavirus speaks out,2020-02-11T13:36:25Z,2660294,20488.0,2387.0,6766.0,630,CBC News,2250000,CA,https://www.youtube.com/watch?v=TAafDOqfN3M,1.0,1.0,9.0,0.0,1.0,1.0,5.0,9.0,7.0,1.1,,,1.0,6,,Human Interest,Straight news,Not prevention
2020-02-09-2020-02-16,UCNI0qOojpkhsUtaQ4_2NUhQ,eup3_i_5uaw,"COVID-19 (Coronavirus Disease 19) - February Update - causes, symptoms, diagnosis, pathology",2020-02-14T17:57:19Z,2483002,30273.0,1034.0,1761.0,741,Osmosis,1700000,US,https://www.youtube.com/watch?v=eup3_i_5uaw,1.0,5.0,1.0,2.0,1.0,9.0,7.0,9.0,7.0,1.1,,,1.0,6,,Virus information,Educational/YouTubers-professionals,Not prevention
2020-02-09-2020-02-16,UCu4AiFI-8bO0o7FGJIiJIXg,p_mORIo7Aks,CANCION DEL CORONAVIRUS (COVID-19),2020-02-13T22:00:12Z,2141797,30890.0,1763.0,1007.0,228,Rapmedicina Oficial,169000,US,https://www.youtube.com/watch?v=p_mORIo7Aks,2.0,,,,,,,,,,,,0.0,6,,Not coded,Not coded,Not coded
2020-02-09-2020-02-16,UCknLrEdhRCp1aegoMqRaCZg,ltYIIXJTKEc,Coronavirus whistleblowers disappear in China | DW News,2020-02-12T10:29:02Z,1884289,18393.0,1024.0,4160.0,323,DW News,1660000,DE,https://www.youtube.com/watch?v=ltYIIXJTKEc,1.0,1.0,7.2,0.0,3.0,3.0,5.0,3.0,2.0,1.2,,,0.0,6,,Politics and Blame,Straight news,Not prevention
2020-02-09-2020-02-16,UCK7tptUDHh-RYDsdxO1-5QQ,7SuKywEZ5AM,How Scientists Are Trying to Develop a Coronavirus Vaccine | WSJ,2020-02-13T17:00:01Z,1845010,23697.0,697.0,2338.0,258,Wall Street Journal,2330000,US,https://www.youtube.com/watch?v=7SuKywEZ5AM,1.0,1.0,4.3,0.0,2.0,9.0,3.0,9.0,7.0,1.1,,,0.0,6,,Prevention and Action,Straight news,Vaccine
2020-02-09-2020-02-16,UCTrQ7HXWRRxr7OsOtodr2_w,Y-GB9EYqAGM,Coronavirus &amp; Me: Ben Kavanagh's journey - from quarantine in Wuhan to Wirral,2020-02-13T20:44:29Z,1756922,30046.0,1106.0,3877.0,1313,Channel 4 News,1420000,GB,https://www.youtube.com/watch?v=Y-GB9EYqAGM,1.0,1.0,9.0,4.1,1.0,4.0,5.0,9.0,7.0,1.3,,,0.0,6,,Human Interest,Straight news,Not prevention
2020-02-09-2020-02-16,UC4SUWizzKc1tptprBkWjX2Q,vLdwCdyiDCw,"China disinfects entire cities to fight coronavirus outbreak, some twice a day",2020-02-12T05:25:19Z,1652262,12705.0,579.0,2199.0,101,South China Morning Post,1350000,HK,https://www.youtube.com/watch?v=vLdwCdyiDCw,1.0,1.0,4.5,0.0,1.0,9.0,7.0,9.0,7.0,1.1,,,0.0,6,,Prevention and Action,Straight news,Other prevention
2020-02-09-2020-02-16,UC4SUWizzKc1tptprBkWjX2Q,aNjpH5lBZ8w,Experts devise do-it-yourself face masks to help people battle coronavirus,2020-02-14T13:11:02Z,1642647,10555.0,436.0,927.0,122,South China Morning Post,1350000,HK,https://www.youtube.com/watch?v=aNjpH5lBZ8w,1.0,1.0,4.2,0.0,1.0,9.0,7.0,9.0,7.0,1.3,,,0.0,6,,Prevention and Action,Straight news,Mask
2020-02-09-2020-02-16,UCyoGb3SMlTlB8CLGVH4c8Rw,sk4QokTu_5o,"Las victimas de coronavirus se disparan, con 242 muertos en un solo dia",2020-02-13T06:08:12Z,1583860,5156.0,719.0,630.0,86,euronews (en español),882000,ES,https://www.youtube.com/watch?v=sk4QokTu_5o,2.0,,,,,,,,,,,,0.0,6,,Not coded,Not coded,Not coded
2020-02-09-2020-02-16,UCTrQ7HXWRRxr7OsOtodr2_w,Zl0V-OhZYk4,How coronavirus (Covid-19) spread day by day,2020-02-12T12:05:49Z,1440818,10426.0,1444.0,3350.0,707,Channel 4 News,1420000,GB,https://www.youtube.com/watch?v=Zl0V-OhZYk4,1.0,1.0,2.0,1.0,3.0,7.0,2.0,9.0,7.0,1.1,,,0.0,6,,Statistics and Modeling,Straight news,Not prevention
2020-02-09-2020-02-16,UC16niRr50-MSBwiO3YDb3RA,RHl8Lh67bnY,China coronavirus deaths and cases spike - BBC News,2020-02-13T13:30:39Z,1262416,8944.0,871.0,3396.0,376,BBC News,8210000,GB,https://www.youtube.com/watch?v=RHl8Lh67bnY,1.0,1.0,2.0,4.4,3.0,4.0,3.0,3.0,5.0,1.1,,,0.0,6,,Statistics and Modeling,Straight news,Not prevention
2020-02-09-2020-02-16,UCTCEJCypL-cwp2EWlT5pmGg,FC4soCjxSOQ,What is CORONAVIRUS? AND How to PROTECT YOURSELF?,2020-02-13T16:05:35Z,1221621,9410.0,464.0,929.0,120,FreeMedEducation,202000,ID,https://www.youtube.com/watch?v=FC4soCjxSOQ,1.0,5.0,1.0,0.0,1.0,9.0,7.0,9.0,7.0,1.1,,,0.0,6,,Virus information,Educational/YouTubers-professionals,Not prevention
2020-02-09-2020-02-16,UCeY0bbntWzzVIaj2z3QigXg,9J3vrJNGxQA,"First American Dies From COVID-19 In Wuhan, China | NBC Nightly News",2020-02-09T00:53:26Z,1156044,7818.0,838.0,4270.0,139,NBC News,3760000,US,https://www.youtube.com/watch?v=9J3vrJNGxQA,1.0,1.0,7.2,4.1,3.0,9.0,7.0,9.0,7.0,1.1,,,1.0,6,,Politics and Blame,Straight news,Not prevention
2020-02-09-2020-02-16,UCHpw8xwDNhU9gdohEcJu4aA,NvCmYk_f1uw,The coronavirus cat rescuer of Wuhan,2020-02-14T14:30:51Z,1116220,44001.0,423.0,3366.0,427,The Guardian,1400000,GB,https://www.youtube.com/watch?v=NvCmYk_f1uw,1.0,1.0,9.0,5.0,1.0,3.0,5.0,9.0,7.0,1.1,,,1.0,6,,Human Interest,Straight news,Not prevention
2020-02-09-2020-02-16,UC16niRr50-MSBwiO3YDb3RA,YK_gq3PC7TE,Coronavirus disease named Covid-19 - BBC News,2020-02-12T07:17:42Z,826818,6516.0,496.0,2945.0,578,BBC News,8210000,GB,https://www.youtube.com/watch?v=YK_gq3PC7TE,,,,,,,,,,,,,,6,,Not coded,Not coded,Not coded
2020-02-09-2020-02-16,UC4SUWizzKc1tptprBkWjX2Q,MPW42b8kYEg,"Life inside China's rapidly built hospitals in Wuhan, the epicentre of the coronavirus outbreak",2020-02-10T12:30:15Z,796037,3696.0,378.0,964.0,229,South China Morning Post,1350000,HK,https://www.youtube.com/watch?v=MPW42b8kYEg,,,,,,,,,,,,,,6,,Not coded,Not coded,Not coded
2020-02-09-2020-02-16,UCgrNz-aDmcr2uuto8_DL2jg,RlMb0v_cf-M,Hubei shooting video proved to be fake,2020-02-14T00:47:07Z,784015,2712.0,801.0,1060.0,113,CGTN,1820000,CN,https://www.youtube.com/watch?v=RlMb0v_cf-M,,,,,,,,,,,,,,6,,Not coded,Not coded,Not coded
2020-02-09-2020-02-16,UCKjU3KzdbJE1EFcHVqXC3_g,_v7xq0fzPj4,How the coronavirus outbreak happened,2020-02-15T03:39:30Z,603036,3107.0,685.0,,332,CBC News: The National,821000,CA,https://www.youtube.com/watch?v=_v7xq0fzPj4,,,,,,,,,,,,,,6,,Not coded,Not coded,Not coded
2020-02-09-2020-02-16,UC4SUWizzKc1tptprBkWjX2Q,Iwpr55PZEJ8,Lawyer Chen Qiushi documenting coronavirus epicentre disappears,2020-02-10T22:06:02Z,494101,10210.0,346.0,2685.0,159,South China Morning Post,1350000,HK,https://www.youtube.com/watch?v=Iwpr55PZEJ8,,,,,,,,,,,,,,6,,Not coded,Not coded,Not coded
2020-02-09-2020-02-16,UCG-iSMVtWbbwDDXgXXypARQ,qqZYEgREuZ8,Coronavirus Epidemic Update 16: Strengthening Your Immune Response to Viral Infections,2020-02-13T00:13:51Z,474589,10797.0,201.0,1934.0,801,MedCram - Medical Lectures Explained CLEARLY,808000,US,https://www.youtube.com/watch?v=qqZYEgREuZ8,,,,,,,,,,,,,,6,,Not coded,Not coded,Not coded
2020-02-09-2020-02-16,UCYpRDnhk5H8h16jpS84uqsA,woU8hq8O4OI,Faut-il avoir peur du coronavirus ?,2020-02-11T17:49:20Z,474772,7243.0,379.0,969.0,292,Le Monde,881000,FR,https://www.youtube.com/watch?v=woU8hq8O4OI,,,,,,,,,,,,,,6,,Not coded,Not coded,Not coded
2020-02-09-2020-02-16,UCKjU3KzdbJE1EFcHVqXC3_g,WOFHR4cvov4,Busting garlic cures and other false coronavirus claims,2020-02-13T12:47:41Z,426519,1777.0,572.0,,179,CBC News: The National,821000,CA,https://www.youtube.com/watch?v=WOFHR4cvov4,,,,,,,,,,,,,,6,,Not coded,Not coded,Not coded
2020-02-09-2020-02-16,UCF8HUTbUwPKh2Q-KpGOCVGw,1jghXKbT1nY,"COVID-19 crisis is a &#39;distraction,&#39; says strategist | Street Signs Asia",2020-02-14T08:30:01Z,406812,2072.0,310.0,2805.0,191,CNBC International TV,177000,GB,https://www.youtube.com/watch?v=1jghXKbT1nY,,,,,,,,,,,,,,6,,Not coded,Not coded,Not coded
2020-02-09-2020-02-16,UCPY9IKSkr2GfFW5jbgA5Qbw,5GELx45kWPw,Medical Animation explaining Coronavirus MOA - How Coronavirus attacks a human body (UPDATED),2020-02-12T11:06:39Z,207264,854.0,67.0,40.0,74,Scientific Animations,0,US,https://www.youtube.com/watch?v=5GELx45kWPw,,,,,,,,,,,,,,6,,Not coded,Not coded,Not coded
2020-02-09-2020-02-16,UCToe3dspZyw2L_JY-JmP3Mw,5fGIT1pwcbE,The COVID-19 Coronavirus Impact on U.S. and World Markets,2020-02-14T19:59:37Z,41835,357.0,25.0,19.0,301,TD Ameritrade,103000,Unknown,https://www.youtube.com/watch?v=5fGIT1pwcbE,,,,,,,,,,,,,,6,,Not coded,Not coded,Not coded
2020-02-09-2020-02-16,UC_bLgR_1p_uuGtrZSvTNsbA,Kuh_0YUjY8E,ASI FUMIGAN EN CHINA POR EL CORONAVIRUS  MAROLOCO,2020-02-13T20:38:58Z,11032,72.0,3.0,10.0,226,MAROLOCO,5510,AR,https://www.youtube.com/watch?v=Kuh_0YUjY8E,,,,,,,,,,,,,,6,,Not coded,Not coded,Not coded
2020-02-09-2020-02-16,UC2cfPkZLqju-1raWz1gvYFw,pwIJTvxlzIc,"Coronavirus, Mise en Garde",2020-02-15T19:37:46Z,9244,,,,3445,Fondation du Réseau de Conscience et Realisation,0,Unknown,https://www.youtube.com/watch?v=pwIJTvxlzIc,,,,,,,,,,,,,,6,,Not coded,Not coded,Not coded
2020-02-09-2020-02-16,UC5bGWGPPPjQnx7nqbyFsDZw,LEyZ8bd4WeU,Coronavirus (COVID-19) - Symptoms &amp; Prevention,2020-02-12T10:26:18Z,1916,72.0,2.0,2.0,421,Healthy Talky,1120,AU,https://www.youtube.com/watch?v=LEyZ8bd4WeU,,,,,,,,,,,,,,6,,Not coded,Not coded,Not coded
2020-02-09-2020-02-16,UCJMtXWHZ5pj5HUY48oRPGHw,sHTb0ziSef4,PLAGUE INC - Coronavirus - COVID-19,2020-02-12T20:21:22Z,344,6.0,2.0,0.0,1428,FabeCheGaming,31,Unknown,https://www.youtube.com/watch?v=sHTb0ziSef4,,,,,,,,,,,,,,6,,Not coded,Not coded,Not coded
2020-02-09-2020-02-16,UCCXe7yEuB8qy34HiRLp7I4A,vlbo2-ZmJPU,Entre lineas: China ante el coronavirus,2020-02-13T16:40:06Z,135,6.0,0.0,1.0,207,Diario Granma,3920,CU,https://www.youtube.com/watch?v=vlbo2-ZmJPU,,,,,,,,,,,,,,6,,Not coded,Not coded,Not coded
2020-02-09-2020-02-16,UCE8a8T0sm4Dhdvk_oc5-lDA,pZbkca5v_l4,Shark puppet has the Coronavirus,2020-02-13T14:27:39Z,72,0.0,0.0,0.0,177,ShArK PuPpEt2.0,5,Unknown,https://www.youtube.com/watch?v=pZbkca5v_l4,,,,,,,,,,,,,,6,,Not coded,Not coded,Not coded
2020-02-16-2020-02-23,UCzznO4xSV8BKnUBPyswtCUw,ZC0gww2yznI,Chinese scientists says COVID-19/coronavirus could have originated from government ...,2020-02-17T00:15:32Z,4313649,17961.0,1958.0,7535.0,121,ARIRANG NEWS,392000,South Korea,https://www.youtube.com/watch?v=ZC0gww2yznI,1.0,1.0,7.2,0.0,3.0,9.0,7.0,3.0,2.0,1.2,,,0.0,7,,Politics and Blame,Straight news,Not prevention
2020-02-16-2020-02-23,UCElSxbeJh0r1B3KUQT1k4eA,HSGbs0GwJUM,?Que es el Coronavirus? Causas y origen,2020-02-19T19:34:00Z,2552075,24560.0,1959.0,54.0,293,Top Doctors LATAM,136000,MX,https://www.youtube.com/watch?v=HSGbs0GwJUM,2.0,,,,,,,,,,,,0.0,7,,Not coded,Not coded,Not coded
2020-02-16-2020-02-23,UC0QHWhjbe5fGJEPz3sVb6nw,RSiW6ZvPqeg,Five HONEST Coronavirus Updates | COVID-19 (Feb 2020),2020-02-19T22:15:01Z,2313740,121783.0,2606.0,13340.0,614,Doctor Mike,6100000,US,https://www.youtube.com/watch?v=RSiW6ZvPqeg,1.0,7.0,1.0,0.0,2.0,1.0,3.0,9.0,7.0,1.1,,,0.0,7,,Virus information,Educational/YouTubers-professionals,Not prevention
