,codingWeek,channelId,videoId,title,publishedAt,viewCount,likeCount,dislikeCount,commentCount,duration,channelTitle,subscriberCount,country,videoURL,Language,Source Type,1st Theme,2nd Theme,Perspective,Who,Who Background,Whom,Whom Background,Verification,Verification.1,Comments,Coder,weekIndex,Comment,1st Theme String,Source Type String,Prevention String
29,2020-07-12-2020-07-19,UCupvZG-5ko_eiXAupbDfxWw,AXUxqGS1Jkw,Florida shatters single day coronavirus record,2020-07-12T23:38:39Z,774467,5904.0,2635.0,8397.0,377,CNN,10500000,US,https://www.youtube.com/watch?v=AXUxqGS1Jkw,1.0,1.0,7.1,2.0,3.0,1.0,2.0,1.0,2.0,1.1,,,0.0,28,,Politics and Blame,Straight news,Not prevention
30,2020-07-12-2020-07-19,UC4SUWizzKc1tptprBkWjX2Q,5Odtkw-I9-w,Japan's geisha entertainers face uncertain future as Covid-19 pandemic continues,2020-07-17T11:33:38Z,754103,7416.0,127.0,903.0,144,South China Morning Post,1350000,HK,https://www.youtube.com/watch?v=5Odtkw-I9-w,1.0,1.0,6.0,9.0,3.0,9.0,5.0,9.0,7.0,1.1,,,0.0,28,,Economy,Straight news,Not prevention
34,2020-07-12-2020-07-19,UCupvZG-5ko_eiXAupbDfxWw,4JiTDu0LfU4,Poppy Harlow clashes with Trump&#39;s campaign adviser on handling of Covid-19,2020-07-17T15:42:12Z,664997,9246.0,772.0,9399.0,902,CNN,10500000,US,https://www.youtube.com/watch?v=4JiTDu0LfU4,1.0,1.0,7.1,0.0,1.0,1.0,2.0,1.0,1.0,1.3,,,0.0,28,Essentially a screaming match between Trump campaign manager and news anchor about trumps covid handling,Politics and Blame,Straight news,Not prevention
36,2020-07-12-2020-07-19,UCupvZG-5ko_eiXAupbDfxWw,Y1pPvka93JM,How countries around the world have responded to Covid-19,2020-07-12T12:57:48Z,625662,7009.0,583.0,5360.0,488,CNN,10500000,US,https://www.youtube.com/watch?v=Y1pPvka93JM,1.0,1.0,2.0,0.0,1.0,9.0,7.0,9.0,7.0,1.1,,,0.0,28,,Statistics and Modeling,Straight news,Not prevention
41,2020-07-12-2020-07-19,UCoMdktPbSTixAyNGwb-UYkQ,NVPZp0vByaE,Which UK regions are most likely to face a COVID-19 lockdown?,2020-07-18T20:54:18Z,583182,2165.0,1815.0,1749.0,179,Sky News,2580000,GB,https://www.youtube.com/watch?v=NVPZp0vByaE,1.0,1.0,4.1,2.0,1.0,9.0,7.0,9.0,7.0,1.1,,,0.0,28,,Prevention and Action,Straight news,Lockdown
44,2020-07-12-2020-07-19,UCupvZG-5ko_eiXAupbDfxWw,efLip7vhUC0,7-day average of new Covid-19 cases in US reaches highest level yet,2020-07-14T16:50:19Z,568825,5791.0,441.0,4094.0,616,CNN,10500000,US,https://www.youtube.com/watch?v=efLip7vhUC0,1.0,1.0,2.0,0.0,3.0,1.0,3.0,1.0,2.0,1.1,,,0.0,28,,Statistics and Modeling,Straight news,Not prevention
45,2020-07-12-2020-07-19,UCaXkIU1QidjPwiAYu6GcHjg,7wMlgEWZnN8,Trump Turns To A Strategy Of Covering Up Vital Information About Coronavirus | Deadline | MSNBC,2020-07-17T22:43:04Z,567497,8011.0,248.0,4192.0,436,MSNBC,3410000,US,https://www.youtube.com/watch?v=7wMlgEWZnN8,1.0,1.0,7.1,0.0,3.0,1.0,7.0,1.0,1.0,1.1,,,0.0,28,,Politics and Blame,Straight news,Not prevention
0,2020-07-19-2020-07-26,UC3XTzVzaHQEd30rQbuvCtTQ,0b_eHBZLM6U,Coronavirus: Conspiracy Theories: Last Week Tonight with John Oliver (HBO),2020-07-20T06:30:00Z,7231210,215549.0,8328.0,30545.0,1339,LastWeekTonight,8320000,US,https://www.youtube.com/watch?v=0b_eHBZLM6U,1.0,2.0,7.2,0.0,3.0,4.0,6.0,9.0,7.0,1.1,,,1.0,29,,Politics and Blame,Entertainment news,Not prevention
2,2020-07-19-2020-07-26,UCMtFAi84ehTSYSE9XoHefig,Lv0Tosgb0Ss,"A Desperate Trump Promises New Covid Strategy, Sends Bizarre Well Wishes To Ghislaine Maxwell",2020-07-23T03:50:00Z,2873177,44795.0,2187.0,7448.0,770,The Late Show with Stephen Colbert,7770000,US,https://www.youtube.com/watch?v=Lv0Tosgb0Ss,1.0,2.0,7.1,0.0,3.0,1.0,6.0,1.0,1.0,1.1,,,1.0,29,,Politics and Blame,Entertainment news,Not prevention
5,2020-07-19-2020-07-26,UCaXkIU1QidjPwiAYu6GcHjg,aCAqzhRF4MI,Watch Donald Trump Implode On Fox News Over COVID Falsehoods | The Beat With Ari Melber | MSNBC,2020-07-21T00:25:08Z,1984535,23816.0,1855.0,8530.0,227,MSNBC,3410000,US,https://www.youtube.com/watch?v=aCAqzhRF4MI,1.0,1.0,7.1,2.0,3.0,9.0,7.0,1.0,1.0,1.1,,,1.0,29,,Politics and Blame,Straight news,Not prevention
6,2020-07-19-2020-07-26,UCVTyTA7-g9nopHeHbeuvpRA,eN3QaNtcsZ4,"Trump Holds Coronavirus Briefing, Threatens to Send More Secret Police: A Closer Look",2020-07-23T01:00:06Z,1802448,33677.0,909.0,4879.0,659,Late Night with Seth Meyers,3840000,US,https://www.youtube.com/watch?v=eN3QaNtcsZ4,1.0,2.0,7.1,0.0,3.0,1.0,6.0,1.0,1.0,1.1,,covid top ends at 5:05,1.0,29,,Politics and Blame,Entertainment news,Not prevention
7,2020-07-19-2020-07-26,UCIV7G_xiYLekqOvqlkcwoVA,DXz3Dsc-RhQ,COVID-19 testing: do you have any of these symptoms?,2020-07-23T01:01:44Z,1947371,,,,30,VicGovDHHS,1940,AU,https://www.youtube.com/watch?v=DXz3Dsc-RhQ,1.0,3.0,3.0,1.0,1.0,9.0,7.0,9.0,7.0,1.1,,,1.0,29,,Treatment,Governments,Not prevention
10,2020-07-19-2020-07-26,UCupvZG-5ko_eiXAupbDfxWw,hY1F5k5i1Uk,Fauci: I was not invited to Trump&#39;s coronavirus briefing,2020-07-21T21:44:39Z,1409355,14236.0,1776.0,9424.0,671,CNN,10500000,US,https://www.youtube.com/watch?v=hY1F5k5i1Uk,1.0,1.0,2.0,7.1,1.0,1.0,2.0,9.0,7.0,1.1,,,0.0,29,,Statistics and Modeling,Straight news,Not prevention
11,2020-07-19-2020-07-26,UCXIJgqnII2ZOINSWNOGFThA,uQS-Er4amRA,Tucker: Coronavirus response is being driven by politics,2020-07-24T00:39:13Z,1388930,48119.0,2752.0,16163.0,536,Fox News,5980000,US,https://www.youtube.com/watch?v=uQS-Er4amRA,1.0,1.0,7.1,5.0,2.0,1.0,6.0,1.0,2.0,1.2,,,0.0,29,,Politics and Blame,Straight news,Not prevention
12,2020-07-19-2020-07-26,UCXIJgqnII2ZOINSWNOGFThA,NYZaVF6i8cA,Ingraham: Joe Biden&#39;s fantasy COVID fix,2020-07-21T03:00:12Z,1369449,27316.0,1714.0,9352.0,571,Fox News,5980000,US,https://www.youtube.com/watch?v=NYZaVF6i8cA,1.0,1.0,7.1,4.1,2.0,9.0,7.0,1.0,2.0,1.2,,,0.0,29,,Politics and Blame,Straight news,Not prevention
14,2020-07-19-2020-07-26,UCupvZG-5ko_eiXAupbDfxWw,J5DMdMCyGhc,Don Lemon: President Trump is beaten by the coronavirus,2020-07-24T03:36:07Z,900954,15134.0,8406.0,13909.0,420,CNN,10500000,US,https://www.youtube.com/watch?v=J5DMdMCyGhc,1.0,2.0,7.1,4.1,3.0,9.0,7.0,1.0,1.0,1.1,,,0.0,29,,Politics and Blame,Entertainment news,Not prevention
16,2020-07-19-2020-07-26,UCBi2mrWuNuyYy4gbM6fU18Q,Xl-xQ36d2lA,US coronavirus deaths soar as officials call for shutdowns | WNT,2020-07-25T00:23:25Z,816125,5168.0,2665.0,7772.0,318,ABC News,9620000,US,https://www.youtube.com/watch?v=Xl-xQ36d2lA,1.0,1.0,2.0,4.1,2.0,9.0,7.0,9.0,7.0,1.1,,,0.0,29,,Statistics and Modeling,Straight news,Not prevention
17,2020-07-19-2020-07-26,UCrp_UI8XtuYfpiqluWLD7Lw,z95Ly3hY6AY,Dr. Anthony Fauci: Coronavirus will never be eradicated,2020-07-22T19:08:31Z,798726,4938.0,6300.0,7580.0,112,CNBC Television,842000,US,https://www.youtube.com/watch?v=z95Ly3hY6AY,1.0,1.0,2.0,0.0,1.0,1.0,2.0,9.0,7.0,1.1,,,0.0,29,,Statistics and Modeling,Straight news,Not prevention
18,2020-07-19-2020-07-26,UCvJJ_dzjViJCoLf5uKUTwoA,NaYfoGwH33I,Why People Believe Covid-19 Conspiracies,2020-07-19T16:27:08Z,750343,8353.0,3053.0,8689.0,1171,CNBC,1780000,US,https://www.youtube.com/watch?v=NaYfoGwH33I,1.0,1.0,7.1,10.0,1.0,1.0,3.0,1.0,5.0,1.3,,"I said 10 for the 2nd theme because a lot of the video is about social-media in relation to the pandemic, it's actually a really intereresting video that emphasizes how important this type of research is (although youtube is not mentioned)",0.0,29,,Politics and Blame,Straight news,Not prevention
19,2020-07-19-2020-07-26,UCupvZG-5ko_eiXAupbDfxWw,fSgEj5vrgC0,&#39;You think everything is fine?&#39; Keilar grills GOP lawmaker on Covid-19,2020-07-23T01:34:04Z,741579,9167.0,750.0,8477.0,481,CNN,10500000,US,https://www.youtube.com/watch?v=fSgEj5vrgC0,1.0,1.0,2.0,7.1,3.0,1.0,2.0,9.0,7.0,1.1,,,1.0,29,,Statistics and Modeling,Straight news,Not prevention
20,2020-07-19-2020-07-26,UC0p5jTq6Xx_DosDFxVXnWaQ,0TImic4N1ko,Stockmarket v economy: the impact of covid-19 | The Economist,2020-07-24T14:00:27Z,727278,11917.0,469.0,1463.0,544,The Economist,1570000,GB,https://www.youtube.com/watch?v=0TImic4N1ko,1.0,1.0,6.0,0.0,1.0,4.0,6.0,9.0,7.0,1.1,,,1.0,29,,Economy,Straight news,Not prevention
26,2020-07-19-2020-07-26,UCupvZG-5ko_eiXAupbDfxWw,KUY_EgGB2CI,Fauci: Hate mail and threats made against me because of Covid-19,2020-07-25T02:11:11Z,622157,6816.0,1413.0,7741.0,477,CNN,10500000,US,https://www.youtube.com/watch?v=KUY_EgGB2CI,1.0,1.0,7.1,0.0,3.0,1.0,3.0,1.0,1.0,1.1,,,1.0,29,,Politics and Blame,Straight news,Not prevention
32,2020-07-19-2020-07-26,UChDKyKQ59fYz3JO2fl0Z6sg,nM__ACbHeqo,Health Officials Offer Dire Warning For Latest Coronavirus Hot Spots | TODAY,2020-07-25T14:54:41Z,567041,2282.0,1986.0,4613.0,445,TODAY,2430000,US,https://www.youtube.com/watch?v=nM__ACbHeqo,1.0,1.0,2.0,4.1,3.0,1.0,3.0,9.0,7.0,1.1,,,1.0,29,,Statistics and Modeling,Straight news,Not prevention
33,2020-07-19-2020-07-26,UChDKyKQ59fYz3JO2fl0Z6sg,Z6yZohCRm8A,Inside The Rush To Develop A Coronavirus Vaccine | Sunday TODAY,2020-07-19T14:20:23Z,553823,3492.0,1755.0,3855.0,266,TODAY,2430000,US,https://www.youtube.com/watch?v=Z6yZohCRm8A,1.0,1.0,4.3,0.0,1.0,1.0,3.0,9.0,7.0,1.1,,,1.0,29,,Prevention and Action,Straight news,Vaccine
35,2020-07-19-2020-07-26,UCrp_UI8XtuYfpiqluWLD7Lw,-IOxu6dDJ14,President Trump holds coronavirus briefing for the first time in months -- 7/21/2020,2020-07-21T21:42:05Z,542668,2342.0,3005.0,5342.0,1596,CNBC Television,842000,US,https://www.youtube.com/watch?v=-IOxu6dDJ14,1.0,1.0,2.0,0.0,2.0,1.0,1.0,9.0,7.0,1.1,,,1.0,29,,Statistics and Modeling,Straight news,Not prevention
37,2020-07-19-2020-07-26,UCupvZG-5ko_eiXAupbDfxWw,dR5euI9g-Xg,Fact check: Trump suggests protests led to rise in Covid-19 cases,2020-07-23T04:49:58Z,535440,5396.0,1264.0,5711.0,597,CNN,10500000,US,https://www.youtube.com/watch?v=dR5euI9g-Xg,1.0,1.0,7.1,0.0,3.0,1.0,6.0,1.0,1.0,1.1,,,,29,,Politics and Blame,Straight news,Not prevention
38,2020-07-19-2020-07-26,UChDKyKQ59fYz3JO2fl0Z6sg,yhSVlLjOY_o,Florida ICUs Run Out Of Beds As Coronavirus Cases Set New Daily Records In 4 States | TODAY,2020-07-20T13:00:16Z,530949,2042.0,1926.0,4953.0,142,TODAY,2430000,US,https://www.youtube.com/watch?v=yhSVlLjOY_o,1.0,1.0,2.0,4.1,3.0,1.0,2.0,1.0,2.0,1.1,,,3.0,29,,Statistics and Modeling,Straight news,Not prevention
0,2020-07-26-2020-08-02,UCK8sQmJBp8GCxrOtXWBpyEA,9iPvLx7gotk,Wear a mask. Help slow the spread of Covid-19.,2020-07-31T17:42:28Z,3403046,2409.0,976.0,372.0,15,Google,9280000,US,https://www.youtube.com/watch?v=9iPvLx7gotk,1.0,8.0,4.2,0.0,1.0,9.0,7.0,9.0,7.0,1.3,,A google ad to wear a mask,0.0,30,,Prevention and Action,YouTubers-laypersons/channels,Mask
4,2020-07-26-2020-08-02,UCH1oRy1dINbMVp3UFWrKP0w,PpjFZX40pM0,I&#39;m 16 and went to the hospital twice for COVID-19. This is what it&#39;s like l GMA Digital,2020-07-27T17:58:21Z,1582322,21901.0,1282.0,8898.0,313,Good Morning America,1910000,US,https://www.youtube.com/watch?v=PpjFZX40pM0,1.0,1.0,9.0,1.0,1.0,1.0,5.0,9.0,7.0,1.1,,,0.0,30,,Human Interest,Straight news,Not prevention
9,2020-07-26-2020-08-02,UC9k-yiEpRHMNVOnOi_aQK8w,AL85RiXmcZM,Man Allegedly Buys Lamborghini With COVID-19 Relief Money,2020-07-28T22:51:44Z,1273193,32995.0,691.0,3646.0,125,Inside Edition,7810000,US,https://www.youtube.com/watch?v=AL85RiXmcZM,1.0,1.0,9.0,0.0,3.0,9.0,7.0,1.0,4.0,1.1,,,1.0,30,,Human Interest,Straight news,Not prevention
11,2020-07-26-2020-08-02,UCupvZG-5ko_eiXAupbDfxWw,syyJc7jPDM0,Report: Kushner&#39;s Covid-19 testing plan &#39;went poof into thin air&#39;,2020-08-01T00:25:02Z,1183510,12907.0,1221.0,7221.0,399,CNN,10500000,US,https://www.youtube.com/watch?v=syyJc7jPDM0,1.0,1.0,4.4,7.1,1.0,1.0,6.0,1.0,2.0,1.2,,,1.0,30,,Prevention and Action,Straight news,Social distancing
22,2020-07-26-2020-08-02,UCrp_UI8XtuYfpiqluWLD7Lw,CekPh79NZew,"Dr. Anthony Fauci: Coronavirus is so contagious, it likely won&#39;t ever disappear",2020-07-31T18:25:32Z,854084,6854.0,6849.0,9986.0,304,CNBC Television,842000,US,https://www.youtube.com/watch?v=CekPh79NZew,1.0,1.0,1.0,4.1,3.0,1.0,2.0,9.0,7.0,1.1,,,0.0,30,,Virus information,Straight news,Not prevention
28,2020-07-26-2020-08-02,UChDKyKQ59fYz3JO2fl0Z6sg,SDVqIfV2q5Y,Health Experts Call For Another Nationwide Shutdown Amid Coronavirus Spikes | Sunday TODAY,2020-07-26T14:42:47Z,750804,3306.0,3881.0,5528.0,166,TODAY,2430000,US,https://www.youtube.com/watch?v=SDVqIfV2q5Y,1.0,1.0,4.1,4.2,3.0,9.0,7.0,1.0,2.0,9.0,,,0.0,30,,Prevention and Action,Straight news,Lockdown
34,2020-07-26-2020-08-02,UCXIJgqnII2ZOINSWNOGFThA,MUFvB7lUx0E,"Mnuchin details fate of unemployment relief, next coronavirus stimulus bill",2020-07-26T15:30:10Z,697229,6735.0,3257.0,11109.0,638,Fox News,5980000,US,https://www.youtube.com/watch?v=MUFvB7lUx0E,1.0,1.0,6.0,7.1,1.0,1.0,2.0,1.0,2.0,1.1,,,0.0,30,,Economy,Straight news,Not prevention
37,2020-07-26-2020-08-02,UCaXkIU1QidjPwiAYu6GcHjg,n8i4ohDKWP4,The Devastation From Coronavirus Appears To Have Sealed Trump's Political Fate | Deadline | MSNBC,2020-07-31T22:12:51Z,683771,10456.0,447.0,4533.0,580,MSNBC,3410000,US,https://www.youtube.com/watch?v=n8i4ohDKWP4,1.0,1.0,7.1,0.0,3.0,1.0,7.0,1.0,1.0,1.1,,,0.0,30,,Politics and Blame,Straight news,Not prevention
38,2020-07-26-2020-08-02,UCeY0bbntWzzVIaj2z3QigXg,buTkbpyB8ZI,A War Against Stupidity': Healthcare Workers Battle Coronavirus Misinformation | NBC News NOW,2020-08-01T00:13:32Z,667959,5496.0,542.0,3345.0,1198,NBC News,3760000,US,https://www.youtube.com/watch?v=buTkbpyB8ZI,1.0,1.0,4.1,4.2,3.0,1.0,3.0,1.0,5.0,1.1,,,0.0,30,,Prevention and Action,Straight news,Lockdown
40,2020-07-26-2020-08-02,UCBi2mrWuNuyYy4gbM6fU18Q,mgU5RCfPZPg,"Experts predict more than 230,000 U.S. coronavirus deaths by November",2020-07-31T17:21:31Z,644682,2351.0,2534.0,5854.0,221,ABC News,9620000,US,https://www.youtube.com/watch?v=mgU5RCfPZPg,1.0,1.0,2.0,4.1,1.0,9.0,7.0,9.0,7.0,1.1,,,0.0,30,,Statistics and Modeling,Straight news,Not prevention
43,2020-07-26-2020-08-02,UCupvZG-5ko_eiXAupbDfxWw,NK3W5IPE9Oc,Here&#39;s what Fauci thinks about the latest Covid-19 vaccine trial,2020-07-28T02:35:34Z,630027,6067.0,1192.0,4629.0,591,CNN,10500000,US,https://www.youtube.com/watch?v=NK3W5IPE9Oc,1.0,1.0,4.3,0.0,1.0,1.0,2.0,9.0,7.0,1.1,,,0.0,30,,Prevention and Action,Straight news,Vaccine
44,2020-07-26-2020-08-02,UChDKyKQ59fYz3JO2fl0Z6sg,g5qC_ja1cl4,"21 States Are In Coronavirus Red Zone As US Death Toll Passes 150,000 | TODAY",2020-07-29T13:00:25Z,612544,3545.0,3467.0,6157.0,172,TODAY,2430000,US,https://www.youtube.com/watch?v=g5qC_ja1cl4,1.0,1.0,2.0,7.1,3.0,9.0,7.0,1.0,5.0,1.1,,,0.0,30,,Statistics and Modeling,Straight news,Not prevention
45,2020-07-26-2020-08-02,UChDKyKQ59fYz3JO2fl0Z6sg,xfbjDH3SgOA,"Coronavirus Spread Doesn't Seem To Be Slowing Down, Doctor Says | TODAY",2020-08-01T14:56:03Z,598577,2383.0,3437.0,5265.0,301,TODAY,2430000,US,https://www.youtube.com/watch?v=xfbjDH3SgOA,1.0,1.0,7.1,0.0,3.0,1.0,3.0,1.0,2.0,1.1,,,0.0,30,,Politics and Blame,Straight news,Not prevention
0,2020-08-02-2020-08-09,UCUR8Hid3gm05upmtk4LrgpQ,czmpdY1VFFs,Superheroes VS Coronavirus,2020-08-04T12:30:03Z,11291089,28879.0,12493.0,,94,FatTV,1660000,US,https://www.youtube.com/watch?v=czmpdY1VFFs,1.0,8.0,11.0,0.0,1.0,9.0,7.0,9.0,7.0,1.3,,,1.0,31,,Other,YouTubers-laypersons/channels,Not prevention
1,2020-08-02-2020-08-09,UCVTyTA7-g9nopHeHbeuvpRA,so4rhYKbwv0,"Trump Investigated for Fraud, Says Coronavirus Will ""Go Away"": A Closer Look",2020-08-07T01:00:12Z,2321412,37330.0,1405.0,5987.0,573,Late Night with Seth Meyers,3840000,US,https://www.youtube.com/watch?v=so4rhYKbwv0,1.0,2.0,7.1,0.0,3.0,1.0,6.0,1.0,1.0,1.1,,,1.0,31,,Politics and Blame,Entertainment news,Not prevention
2,2020-08-02-2020-08-09,UCLXo7UDZvByw2ixzpQCufnA,Djy3WNLz_mM,The coronavirus is mutating. Now what?,2020-08-07T12:00:04Z,2150968,42920.0,6360.0,8564.0,396,Vox,8590000,US,https://www.youtube.com/watch?v=Djy3WNLz_mM,1.0,1.0,1.0,11.0,1.0,1.0,3.0,9.0,7.0,1.1,,talks about mutation in virus,1.0,31,,Virus information,Straight news,Not prevention
5,2020-08-02-2020-08-09,UCJsUvAqDzczYv2UpFmu4PcA,lJaR-tkiwV8,The Exciting Covid-19 Vaccine!,2020-08-08T12:00:18Z,1611696,74855.0,4566.0,19201.0,215,Nas Daily,1530000,US,https://www.youtube.com/watch?v=lJaR-tkiwV8,1.0,8.0,4.3,8.0,2.0,8.0,5.0,9.0,7.0,1.1,,,1.0,31,,Prevention and Action,YouTubers-laypersons/channels,Vaccine
7,2020-08-02-2020-08-09,UCXIJgqnII2ZOINSWNOGFThA,alJDB2N3XfU,Ingraham: The real COVID record,2020-08-05T02:45:03Z,1230622,35544.0,1645.0,9163.0,726,Fox News,5980000,US,https://www.youtube.com/watch?v=alJDB2N3XfU,1.0,1.0,7.1,0.0,2.0,9.0,7.0,1.0,7.0,1.2,,,1.0,31,,Politics and Blame,Straight news,Not prevention
11,2020-08-02-2020-08-09,UCaXkIU1QidjPwiAYu6GcHjg,IexfwFH4skA,Trump Tries Damage Control After Dismissive Remark On COVID-19 Deaths | The 11th Hour | MSNBC,2020-08-05T05:02:58Z,1134940,12808.0,610.0,6303.0,219,MSNBC,3410000,US,https://www.youtube.com/watch?v=IexfwFH4skA,1.0,1.0,7.1,2.0,3.0,1.0,1.0,9.0,7.0,1.3,,,0.0,31,,Politics and Blame,Straight news,Not prevention
12,2020-08-02-2020-08-09,UCXIJgqnII2ZOINSWNOGFThA,wlUkKPcwc0k,Gov. Noem explains how South Dakota kept COVID cases low without locking down,2020-08-05T03:40:00Z,1134999,33942.0,1153.0,9851.0,318,Fox News,5980000,US,https://www.youtube.com/watch?v=wlUkKPcwc0k,1.0,1.0,4.1,7.1,3.0,1.0,2.0,1.0,2.0,1.2,,,0.0,31,,Prevention and Action,Straight news,Lockdown
14,2020-08-02-2020-08-09,UChLtXXpo4Ge1ReTEboVvTDg,1ar7mXkz0sg,Beirut explosion: Hospitals struggling to treat victims of deadly blast amid coronavirus surge,2020-08-05T02:38:08Z,1055827,7655.0,480.0,1238.0,282,Global News,1970000,CA,https://www.youtube.com/watch?v=1ar7mXkz0sg,1.0,1.0,10.0,0.0,3.0,9.0,5.0,9.0,7.0,1.1,,"the video mentions the hospital resources being over-burdened because of covid, making the victims of the explosion nearly impossible to treat.... but its not really about covid. CS:  agreed.",0.0,31,,Other,Straight news,Not prevention
18,2020-08-02-2020-08-09,UCVTyTA7-g9nopHeHbeuvpRA,TD4vfqpWh1g,"Trump Says COVID-19 Death Toll ""Is What it Is""",2020-08-05T09:00:09Z,955384,14940.0,495.0,1650.0,210,Late Night with Seth Meyers,3840000,US,https://www.youtube.com/watch?v=TD4vfqpWh1g,1.0,2.0,7.1,0.0,3.0,1.0,6.0,1.0,1.0,1.3,,,0.0,31,,Politics and Blame,Entertainment news,Not prevention
22,2020-08-02-2020-08-09,UCH1oRy1dINbMVp3UFWrKP0w,8OjXgF_kdtM,US enters &#39;new phase&#39; of coronavirus pandemic l GMA,2020-08-03T15:16:15Z,798343,4068.0,3915.0,8431.0,249,Good Morning America,1910000,US,https://www.youtube.com/watch?v=8OjXgF_kdtM,1.0,1.0,2.0,5.0,3.0,1.0,6.0,1.0,2.0,1.1,,,1.0,31,,Statistics and Modeling,Straight news,Not prevention
23,2020-08-02-2020-08-09,UCnxGkOGNMqQEUMvroOWps6Q,u271hC4EMT4,How Mike Baker Feels About Coronavirus Response,2020-08-04T19:15:00Z,787949,10561.0,1489.0,3760.0,597,JRE Clips,5120000,US,https://www.youtube.com/watch?v=u271hC4EMT4,1.0,8.0,7.1,3.0,1.0,1.0,6.0,9.0,7.0,1.3,,,1.0,31,,Politics and Blame,YouTubers-laypersons/channels,Not prevention
26,2020-08-02-2020-08-09,UCXIJgqnII2ZOINSWNOGFThA,cTqjTCM_yeo,"Trump holds a news conference, signs executive orders on coronavirus relief",2020-08-08T20:59:39Z,759990,27467.0,1302.0,13181.0,1918,Fox News,5980000,US,https://www.youtube.com/watch?v=cTqjTCM_yeo,1.0,1.0,7.1,6.0,3.0,1.0,1.0,9.0,7.0,1.1,,,1.0,31,,Politics and Blame,Straight news,Not prevention
31,2020-08-02-2020-08-09,UCBi2mrWuNuyYy4gbM6fU18Q,OhWSEDkijr8,Daily coronavirus deaths hit staggering milestone,2020-08-02T14:07:46Z,720343,3795.0,4083.0,7490.0,222,ABC News,9620000,US,https://www.youtube.com/watch?v=OhWSEDkijr8,1.0,1.0,2.0,5.0,3.0,1.0,7.0,9.0,7.0,1.1,,,1.0,31,,Statistics and Modeling,Straight news,Not prevention
32,2020-08-02-2020-08-09,UCVTyTA7-g9nopHeHbeuvpRA,N_upzHbUTJg,Trump Claims Children Aren't Affected by Coronavirus in Fox and Friends Interview,2020-08-07T09:00:12Z,716423,11327.0,382.0,1541.0,189,Late Night with Seth Meyers,3840000,US,https://www.youtube.com/watch?v=N_upzHbUTJg,1.0,2.0,7.1,10.0,3.0,1.0,6.0,9.0,7.0,1.1,,,1.0,31,,Politics and Blame,Entertainment news,Not prevention
33,2020-08-02-2020-08-09,UCupvZG-5ko_eiXAupbDfxWw,ZwlcylUpeS8,Cooper to Trump: Hope is not a plan for Covid-19,2020-08-06T01:30:21Z,708857,9020.0,1034.0,5849.0,650,CNN,10500000,US,https://www.youtube.com/watch?v=ZwlcylUpeS8,1.0,1.0,7.1,0.0,3.0,1.0,3.0,1.0,1.0,1.1,,,1.0,31,,Politics and Blame,Straight news,Not prevention
34,2020-08-02-2020-08-09,UCIRYBXDze5krPDzAEOxFGVA,fqVpU3bEfaE,Trump claims US coronavirus deaths lower than other nations,2020-08-04T08:19:35Z,706930,974.0,115.0,635.0,59,Guardian News,1290000,GB,https://www.youtube.com/watch?v=fqVpU3bEfaE,1.0,1.0,2.0,0.0,1.0,1.0,1.0,9.0,7.0,1.1,,,1.0,31,,Statistics and Modeling,Straight news,Not prevention
35,2020-08-02-2020-08-09,UCIzXayRP7-P0ANpq-nD-h5g,LlNszhp4llU,Jordan Peterson&#39;s daughter reveals he has coronavirus &amp; talks woke movement - BQ #28,2020-08-06T13:53:36Z,700508,11184.0,1215.0,6224.0,3229,The Sun,1010000,GB,https://www.youtube.com/watch?v=LlNszhp4llU,1.0,1.0,9.0,3.0,1.0,1.0,6.0,1.0,6.0,1.3,,,1.0,31,,Human Interest,Straight news,Not prevention
38,2020-08-02-2020-08-09,UChDKyKQ59fYz3JO2fl0Z6sg,0C_ft-5AssA,Surging Coronavirus Cases Cause New York And LA To Toughen Restrictions | TODAY,2020-08-06T13:00:00Z,672191,2835.0,2772.0,3511.0,157,TODAY,2430000,US,https://www.youtube.com/watch?v=0C_ft-5AssA,1.0,1.0,4.1,2.0,3.0,1.0,2.0,9.0,7.0,1.1,,,1.0,31,,Prevention and Action,Straight news,Lockdown
41,2020-08-02-2020-08-09,UCw3SYO_euO0TSPC_m_0Pzgw,d_Nhi4BCoTc,"Trump attempts to bypass Congress on coronavirus relief, though his power to do so is unclear",2020-08-08T21:37:10Z,654319,6910.0,2983.0,11846.0,443,Los Angeles Times,378000,US,https://www.youtube.com/watch?v=d_Nhi4BCoTc,1.0,1.0,6.0,0.0,2.0,1.0,1.0,9.0,7.0,1.1,,,1.0,31,,Economy,Straight news,Not prevention
46,2020-08-02-2020-08-09,UCn4sPeUomNGIr26bElVdDYg,4TGhgzZ8JG8,Lincoln Project Ad Slams Trump's COVID-19 Response | NowThis,2020-08-02T15:59:49Z,593121,20408.0,271.0,3206.0,203,NowThis News,1080000,US,https://www.youtube.com/watch?v=4TGhgzZ8JG8,1.0,8.0,7.1,2.0,3.0,1.0,1.0,9.0,7.0,1.3,,,1.0,31,,Politics and Blame,YouTubers-laypersons/channels,Not prevention
