,codingWeek,channelId,videoId,title,publishedAt,viewCount,likeCount,dislikeCount,commentCount,duration,channelTitle,subscriberCount,country,videoURL,Language,Source Type,1st Theme,2nd Theme,Perspective,Who,Who Background,Whom,Whom Background,Verification,Verification.1,Comments,Coder,weekIndex,Comment,1st Theme String,Source Type String,Prevention String
1,2020-06-21-2020-06-28,UCVTyTA7-g9nopHeHbeuvpRA,7_HxdCHqFiU,Trump Pretends Coronavirus Doesn't Exist: A Closer Look,2020-06-26T01:00:00Z,3028894,51281.0,1471.0,8335.0,728,Late Night with Seth Meyers,3840000,US,https://www.youtube.com/watch?v=7_HxdCHqFiU,1.0,2.0,7.1,0.0,3.0,1.0,6.0,1.0,1.0,1.1,,,1.0,25,,Politics and Blame,Entertainment news,Not prevention
2,2020-06-21-2020-06-28,UCMtFAi84ehTSYSE9XoHefig,_AjJNpmyyEY,Trump&#39;s Risky Rally Tour Touches Down In Covid Hotspot Arizona As Cases Spike In 29 States,2020-06-24T03:50:00Z,2974412,45801.0,2109.0,6939.0,827,The Late Show with Stephen Colbert,7770000,Unknown,https://www.youtube.com/watch?v=_AjJNpmyyEY,1.0,2.0,7.1,0.0,3.0,1.0,6.0,1.0,1.0,1.1,,,1.0,25,,Politics and Blame,Entertainment news,Not prevention
3,2020-06-21-2020-06-28,UCMtFAi84ehTSYSE9XoHefig,P72KGROeZp8,"As Arizona Covid Cases Spike, Trump Delivers Speech To Packed Crowd Of Maskless Student Supporters",2020-06-25T03:50:00Z,2549036,38331.0,1260.0,5053.0,724,The Late Show with Stephen Colbert,7770000,Unknown,https://www.youtube.com/watch?v=P72KGROeZp8,1.0,2.0,7.1,0.0,3.0,1.0,6.0,1.0,1.0,1.1,,,1.0,25,,Politics and Blame,Entertainment news,Not prevention
4,2020-06-21-2020-06-28,UCMSsLqxqvZsNXi0Z-VjN89A,NQ0FaaJ73xc,18 Coronavirus Autopsies (This is what they found in the Brain) | COVID-19,2020-06-24T20:03:20Z,1351904,27549.0,928.0,2850.0,579,Doctor Mike Hansen,380000,US,https://www.youtube.com/watch?v=NQ0FaaJ73xc,1.0,7.0,1.0,11.0,1.0,1.0,3.0,9.0,7.0,1.1,,,1.0,25,,Virus information,Educational/YouTubers-professionals,Not prevention
5,2020-06-21-2020-06-28,UCw3SYO_euO0TSPC_m_0Pzgw,fN2tgtcKGck,Trump calls the coronavirus the 'kung flu',2020-06-21T03:36:12Z,988057,7710.0,12552.0,18494.0,123,Los Angeles Times,378000,US,https://www.youtube.com/watch?v=fN2tgtcKGck,1.0,1.0,4.4,7.2,1.0,1.0,1.0,9.0,7.0,1.2,,Trump wanting to slow testing down,1.0,25,,Prevention and Action,Straight news,Social distancing
6,2020-06-21-2020-06-28,UCupvZG-5ko_eiXAupbDfxWw,KXXRYmwEcWM,Anderson Cooper: Trump is pretending Covid-19 is gone,2020-06-24T02:05:26Z,900551,13804.0,2464.0,9773.0,674,CNN,10500000,Unknown,https://www.youtube.com/watch?v=KXXRYmwEcWM,1.0,1.0,7.1,2.0,3.0,1.0,7.0,1.0,1.0,1.1,,,1.0,25,,Politics and Blame,Straight news,Not prevention
8,2020-06-21-2020-06-28,UC16niRr50-MSBwiO3YDb3RA,cIhak7--M8Q,Coronavirus in India: Inside a Mumbai hospital ICU,2020-06-26T11:16:06Z,749327,3929.0,487.0,1033.0,187,BBC News,8210000,GB,https://www.youtube.com/watch?v=cIhak7--M8Q,1.0,1.0,4.5,3.0,3.0,6.0,3.0,9.0,7.0,1.1,,,1.0,25,,Prevention and Action,Straight news,Other prevention
9,2020-06-21-2020-06-28,UCH1oRy1dINbMVp3UFWrKP0w,L6DffevUafk,This ICU nurse has a message after being diagnosed with the coronavirus l GMA Digital,2020-06-26T08:00:05Z,705583,8846.0,617.0,3375.0,297,Good Morning America,1910000,US,https://www.youtube.com/watch?v=L6DffevUafk,1.0,1.0,9.0,0.0,1.0,1.0,3.0,1.0,3.0,1.1,,,0.0,25,,Human Interest,Straight news,Not prevention
11,2020-06-21-2020-06-28,UCqf2gzmKtH3PaAbt-qgFFsw,Xu6Ym62dcqQ,Explaining Coronavirus to the Girls | OutDaughtered,2020-06-24T15:15:02Z,652746,10638.0,191.0,493.0,117,TLC,5790000,US,https://www.youtube.com/watch?v=Xu6Ym62dcqQ,1.0,2.0,1.0,5.0,1.0,1.0,6.0,9.0,7.0,1.1,,,0.0,25,,Virus information,Entertainment news,Not prevention
14,2020-06-21-2020-06-28,UCiamy6DLsjIeCgfz8TLXg9Q,_z2aohvZ7wk,26 HOUR CALL SHIFT: DAY IN THE LIFE  OF A DOCTOR (CORONAVIRUS),2020-06-27T16:00:16Z,601090,19329.0,184.0,1435.0,818,Violin MD,712000,CA,https://www.youtube.com/watch?v=_z2aohvZ7wk,1.0,7.0,9.0,3.0,1.0,1.0,3.0,9.0,7.0,1.1,,,0.0,25,,Human Interest,Educational/YouTubers-professionals,Not prevention
15,2020-06-21-2020-06-28,UC0p5jTq6Xx_DosDFxVXnWaQ,uOY32cU0ePc,Covid-19: what you need to know about the second wave | The Economist,2020-06-24T16:30:39Z,547794,6386.0,718.0,1298.0,619,The Economist,1570000,GB,https://www.youtube.com/watch?v=uOY32cU0ePc,1.0,1.0,4.1,0.0,1.0,9.0,7.0,9.0,7.0,1.1,,,0.0,25,,Prevention and Action,Straight news,Lockdown
17,2020-06-21-2020-06-28,UC0p5jTq6Xx_DosDFxVXnWaQ,MxDVucUZCnc,Covid-19: is working from home really the new normal? | The Economist,2020-06-25T14:00:06Z,498302,7458.0,189.0,759.0,527,The Economist,1570000,GB,https://www.youtube.com/watch?v=MxDVucUZCnc,1.0,1.0,10.0,6.0,1.0,9.0,7.0,8.0,5.0,1.1,,,0.0,25,,Other,Straight news,Not prevention
0,2020-06-28-2020-07-05,UC3XTzVzaHQEd30rQbuvCtTQ,R652nwUcJRA,Coronavirus IX: Evictions: Last Week Tonight with John Oliver (HBO),2020-06-29T06:30:01Z,6746220,136599.0,5896.0,23982.0,1139,LastWeekTonight,8320000,US,https://www.youtube.com/watch?v=R652nwUcJRA,1.0,2.0,6.0,0.0,3.0,1.0,6.0,1.0,5.0,1.1,,,0.0,26,,Economy,Entertainment news,Not prevention
1,2020-06-28-2020-07-05,UCa7SbIMVl5UHycxUbHOpmow,H_vNWmqWmZc,Pastor John Hagee: Coronavirus: Dress Rehearsal for the New World Order,2020-06-28T13:30:11Z,2377168,47404.0,3302.0,9901.0,1713,Hagee Ministries,196000,US,https://www.youtube.com/watch?v=H_vNWmqWmZc,1.0,8.0,7.2,5.0,3.0,1.0,5.0,9.0,7.0,1.2,,"This is an insane video: themes could maybe be 7.1, or 5 even, but I thought these were most striking in the first half",0.0,26,,Politics and Blame,YouTubers-laypersons/channels,Not prevention
2,2020-06-28-2020-07-05,UCMdR6t1oXaizteTaPl2SJFQ,76dJ66ziErA,How to Update Your Budget During the Coronavirus Pandemic,2020-06-30T13:00:03Z,2354409,9.0,2.0,8.0,183,Thrive Global,20300,US,https://www.youtube.com/watch?v=76dJ66ziErA,1.0,8.0,4.1,9.0,2.0,1.0,5.0,9.0,7.0,1.3,,add to start tracking your spending because covid is shifting the way we live... ,0.0,26,,Prevention and Action,YouTubers-laypersons/channels,Lockdown
10,2020-06-28-2020-07-05,UCMSsLqxqvZsNXi0Z-VjN89A,w-NZeaEKRng,ICU Doctor: Top 10 Things I learned Treating Coronavirus Patients | COVID-19,2020-07-02T15:05:28Z,1106927,27814.0,1185.0,4164.0,933,Doctor Mike Hansen,380000,US,https://www.youtube.com/watch?v=w-NZeaEKRng,1.0,7.0,3.0,1.0,1.0,1.0,3.0,9.0,7.0,1.1,,,1.0,26,,Treatment,Educational/YouTubers-professionals,Not prevention
12,2020-06-28-2020-07-05,UC0QHWhjbe5fGJEPz3sVb6nw,flzR0DImUbk,Doctor Fact-Checks President Trump On Coronavirus,2020-07-01T21:00:16Z,1097974,95223.0,2386.0,16377.0,719,Doctor Mike,6100000,US,https://www.youtube.com/watch?v=flzR0DImUbk,1.0,7.0,7.1,0.0,3.0,1.0,3.0,1.0,1.0,1.1,,,1.0,26,,Politics and Blame,Educational/YouTubers-professionals,Not prevention
17,2020-06-28-2020-07-05,UCupvZG-5ko_eiXAupbDfxWw,A_rMCaYkk68,US sets alarming new coronavirus record,2020-07-02T21:09:41Z,926773,8037.0,3928.0,11022.0,658,CNN,10500000,US,https://www.youtube.com/watch?v=A_rMCaYkk68,1.0,1.0,2.0,4.1,3.0,1.0,7.0,9.0,7.0,1.1,,,1.0,26,,Statistics and Modeling,Straight news,Not prevention
18,2020-06-28-2020-07-05,UCupvZG-5ko_eiXAupbDfxWw,02Wi5GSkdNk,Maps show explosive growth of coronavirus in US,2020-06-29T21:27:40Z,893323,7679.0,1638.0,6176.0,655,CNN,10500000,US,https://www.youtube.com/watch?v=02Wi5GSkdNk,1.0,1.0,2.0,0.0,3.0,1.0,7.0,9.0,7.0,1.1,,,1.0,26,,Statistics and Modeling,Straight news,Not prevention
19,2020-06-28-2020-07-05,UCaXkIU1QidjPwiAYu6GcHjg,yy-Nz0WBgBY,National Humiliation': Chris Hayes Compares U.S. COVID-19 Crisis To Rest Of World | All In | MSNBC,2020-07-03T01:23:32Z,876715,15409.0,1183.0,8295.0,326,MSNBC,3410000,US,https://www.youtube.com/watch?v=yy-Nz0WBgBY,1.0,1.0,7.1,0.0,3.0,1.0,7.0,9.0,7.0,1.1,,,1.0,26,,Politics and Blame,Straight news,Not prevention
20,2020-06-28-2020-07-05,UC0p5jTq6Xx_DosDFxVXnWaQ,pnKsrKuUfBc,Covid-19: what will happen to the global economy? | The Economist,2020-07-03T14:00:29Z,862353,10418.0,598.0,1821.0,606,The Economist,1570000,GB,https://www.youtube.com/watch?v=pnKsrKuUfBc,1.0,1.0,6.0,0.0,1.0,9.0,7.0,9.0,7.0,1.1,,,0.0,26,,Economy,Straight news,Not prevention
21,2020-06-28-2020-07-05,UCupvZG-5ko_eiXAupbDfxWw,VGZyWPzZu8g,Trump says he believes coronavirus will just disappear,2020-07-01T21:23:37Z,854354,8376.0,2044.0,8285.0,485,CNN,10500000,US,https://www.youtube.com/watch?v=VGZyWPzZu8g,1.0,1.0,7.1,0.0,3.0,9.0,7.0,1.0,1.0,1.3,,,0.0,26,,Politics and Blame,Straight news,Not prevention
26,2020-06-28-2020-07-05,UCrp_UI8XtuYfpiqluWLD7Lw,MR73uTTVof0,"Dr. Anthony Fauci: U.S. coronavirus outbreak could top 100,000 new cases a day",2020-06-30T20:01:12Z,777356,4426.0,5394.0,7106.0,364,CNBC Television,842000,US,https://www.youtube.com/watch?v=MR73uTTVof0,1.0,1.0,2.0,4.4,3.0,1.0,2.0,9.0,7.0,1.1,,,0.0,26,,Statistics and Modeling,Straight news,Not prevention
27,2020-06-28-2020-07-05,UCoMdktPbSTixAyNGwb-UYkQ,OtDvralYtpo,Which UK cities could face a local COVID-19 lockdown?,2020-07-01T19:14:21Z,753688,2316.0,1597.0,2019.0,161,Sky News,2580000,GB,https://www.youtube.com/watch?v=OtDvralYtpo,1.0,1.0,4.4,0.0,3.0,9.0,7.0,9.0,7.0,1.1,,,0.0,26,,Prevention and Action,Straight news,Social distancing
28,2020-06-28-2020-07-05,UCaXkIU1QidjPwiAYu6GcHjg,Ly8iZ7ISqAs,Trump Says COVID-19 Crisis Is &#39;Being Handled&#39; As U.S. Sets A New Case Record | The 11th Hour | MSNBC,2020-07-03T05:00:13Z,751626,8039.0,550.0,4908.0,497,MSNBC,3410000,US,https://www.youtube.com/watch?v=Ly8iZ7ISqAs,1.0,1.0,4.2,4.4,3.0,1.0,2.0,9.0,7.0,1.1,,,0.0,26,,Prevention and Action,Straight news,Mask
32,2020-06-28-2020-07-05,UCaXkIU1QidjPwiAYu6GcHjg,Xu4xmwWvehQ,"As COVID Hampers Trump&#39;s Re-Election, GOP Allies Demand He Wear A Mask | MSNBC",2020-07-01T01:35:19Z,702107,9177.0,311.0,3774.0,564,MSNBC,3410000,US,https://www.youtube.com/watch?v=Xu4xmwWvehQ,1.0,1.0,4.2,7.1,1.0,1.0,2.0,1.0,2.0,1.1,,,0.0,26,,Prevention and Action,Straight news,Mask
33,2020-06-28-2020-07-05,UCupvZG-5ko_eiXAupbDfxWw,ulbfoK22CZY,Doctor debunks Trump tweet on Covid-19,2020-07-03T16:46:58Z,667292,7589.0,993.0,5189.0,485,CNN,10500000,US,https://www.youtube.com/watch?v=ulbfoK22CZY,1.0,1.0,3.0,4.4,3.0,1.0,3.0,9.0,7.0,1.1,,,0.0,26,,Treatment,Straight news,Not prevention
34,2020-06-28-2020-07-05,UCHca_G30cvIF6fNFHdUrbIQ,Yszre7i-Iho,COVID 19 Prayer for Food,2020-07-03T07:00:05Z,620016,7034.0,214.0,335.0,100,UG Toons,318000,NG,https://www.youtube.com/watch?v=Yszre7i-Iho,1.0,8.0,5.0,0.0,1.0,9.0,7.0,9.0,7.0,1.3,,cartoon joke about how praying has changed duing covid-19,0.0,26,,Non-Physical Health,YouTubers-laypersons/channels,Not prevention
35,2020-06-28-2020-07-05,UCupvZG-5ko_eiXAupbDfxWw,nt06wMyE1zU,D.L. Hughley opens up about coronavirus battle,2020-07-03T14:37:22Z,602167,6293.0,1095.0,2784.0,402,CNN,10500000,US,https://www.youtube.com/watch?v=nt06wMyE1zU,1.0,1.0,9.0,1.0,3.0,1.0,6.0,9.0,7.0,1.1,,,0.0,26,,Human Interest,Straight news,Not prevention
39,2020-06-28-2020-07-05,UCy0dKy89rZFR8OCbAT69wcQ,h_Z8pNwbUZY,Top 20 Country by Total Coronavirus Infections (January to July),2020-07-01T23:00:20Z,589722,8732.0,374.0,4686.0,481,WawamuStats,332000,US,https://www.youtube.com/watch?v=h_Z8pNwbUZY,1.0,1.0,2.0,0.0,1.0,9.0,7.0,9.0,7.0,1.1,,nice visual of COVID cases over time across the world,0.0,26,,Statistics and Modeling,Straight news,Not prevention
41,2020-06-28-2020-07-05,UCo7a6riBFJ3tkeHjvkXPn1g,7cgpMBRPj8o,How Hong Kong beat coronavirus and avoided lockdown | CNBC Reports,2020-06-29T21:00:02Z,577279,8748.0,363.0,1678.0,489,CNBC International,870000,GB,https://www.youtube.com/watch?v=7cgpMBRPj8o,1.0,1.0,4.4,0.0,2.0,8.0,7.0,8.0,2.0,1.1,,,,26,,Prevention and Action,Straight news,Social distancing
0,2020-07-05-2020-07-12,UCiha1h9wDB6MBXQKtttqHUg,Vpwy7j2zbQ4,JURASSIC WORLD CORONAVIRUS THE MUSICAL - Animated Song,2020-07-05T15:30:15Z,12137138,60638.0,8886.0,5489.0,215,LHUGUENY,2790000,US,https://www.youtube.com/watch?v=Vpwy7j2zbQ4,1.0,8.0,11.0,0.0,3.0,9.0,7.0,9.0,7.0,1.3,,animation,1.0,27,,Other,YouTubers-laypersons/channels,Not prevention
5,2020-07-05-2020-07-12,UCo7a6riBFJ3tkeHjvkXPn1g,LDk9CW82puo,Vietnam has zero coronavirus deaths. Here's why. | CNBC Reports,2020-07-06T21:00:05Z,1463055,23250.0,1448.0,8865.0,461,CNBC International,870000,GB,https://www.youtube.com/watch?v=LDk9CW82puo,1.0,1.0,4.1,9.0,2.0,9.0,5.0,9.0,7.0,1.1,,,1.0,27,,Prevention and Action,Straight news,Lockdown
6,2020-07-05-2020-07-12,UCXIJgqnII2ZOINSWNOGFThA,NUbrE1v4kuQ,Chinese virologist accuses Beijing of hiding details on coronavirus,2020-07-11T01:45:00Z,1258190,26986.0,1604.0,7915.0,328,Fox News,5980000,US,https://www.youtube.com/watch?v=NUbrE1v4kuQ,1.0,1.0,7.2,0.0,3.0,1.0,6.0,3.0,3.0,1.2,,,1.0,27,,Politics and Blame,Straight news,Not prevention
7,2020-07-05-2020-07-12,UCxEct2HUBYj_mt4t7qR9UYg,WRwMkJ5EZjY,Coronavirus Closes Down Bondi Beach *EXCLUSIVE SEASON 15 CLIP*,2020-07-07T22:00:07Z,1118811,27314.0,318.0,1852.0,196,BondiRescue,1140000,AU,https://www.youtube.com/watch?v=WRwMkJ5EZjY,1.0,2.0,4.1,0.0,3.0,9.0,7.0,9.0,7.0,1.1,,,0.0,27,,Prevention and Action,Entertainment news,Lockdown
8,2020-07-05-2020-07-12,UC_gUM8rL-Lrg6O3adPW9K1g,McMGBwNx7FI,Gravitas: Wuhan floods | Natural or Deliberate?,2020-07-07T19:19:31Z,1059915,13494.0,1087.0,2568.0,248,WION,1630000,IN,https://www.youtube.com/watch?v=McMGBwNx7FI,1.0,1.0,7.2,10.0,3.0,9.0,7.0,3.0,2.0,1.2,,Connects the floods in wuhan to China Conspiracies,0.0,27,,Politics and Blame,Straight news,Not prevention
9,2020-07-05-2020-07-12,UCZYTClx2T1of7BRZ86-8fow,GqrA6ojnhJQ,What Does an Asymptomatic COVID-19 Infection Look Like?,2020-07-10T21:00:03Z,985517,19139.0,846.0,2017.0,321,SciShow,6360000,US,https://www.youtube.com/watch?v=GqrA6ojnhJQ,1.0,5.0,1.0,4.4,1.0,1.0,5.0,9.0,7.0,1.1,,,0.0,27,,Virus information,Educational/YouTubers-professionals,Not prevention
12,2020-07-05-2020-07-12,UCupvZG-5ko_eiXAupbDfxWw,DbKsBgNCrfU,"Cooper: Covid-19 is winning, and Trump has no plan to stop it",2020-07-11T01:43:43Z,916540,16848.0,1623.0,10174.0,744,CNN,10500000,US,https://www.youtube.com/watch?v=DbKsBgNCrfU,1.0,1.0,7.1,4.2,3.0,9.0,7.0,1.0,1.0,1.1,,,0.0,27,,Politics and Blame,Straight news,Not prevention
14,2020-07-05-2020-07-12,UCupvZG-5ko_eiXAupbDfxWw,4oXMM2L88W4,US setting records as Covid-19 cases soar,2020-07-05T13:06:41Z,883824,7892.0,1195.0,7141.0,518,CNN,10500000,US,https://www.youtube.com/watch?v=4oXMM2L88W4,1.0,1.0,2.0,5.0,3.0,1.0,3.0,9.0,7.0,1.1,,,0.0,27,,Statistics and Modeling,Straight news,Not prevention
16,2020-07-05-2020-07-12,UChDKyKQ59fYz3JO2fl0Z6sg,U0j_qORo1-8,"Florida Sets New Single-Day Record Of Over 11,400 Coronavirus Cases | Sunday TODAY",2020-07-05T14:42:49Z,827386,4303.0,2863.0,7323.0,125,TODAY,2430000,US,https://www.youtube.com/watch?v=U0j_qORo1-8,1.0,1.0,2.0,5.0,3.0,1.0,5.0,9.0,7.0,1.1,,,1.0,27,,Statistics and Modeling,Straight news,Not prevention
18,2020-07-05-2020-07-12,UCupvZG-5ko_eiXAupbDfxWw,AJYB_FUMbY0,Trump rebukes Fauci: We are in a good place on Covid-19,2020-07-08T00:17:12Z,715395,8269.0,833.0,5819.0,635,CNN,10500000,US,https://www.youtube.com/watch?v=AJYB_FUMbY0,1.0,1.0,7.1,2.0,3.0,1.0,2.0,1.0,1.0,1.1,,,1.0,27,,Politics and Blame,Straight news,Not prevention
20,2020-07-05-2020-07-12,UCaXkIU1QidjPwiAYu6GcHjg,kxKx94_J1s8,Trump GOP Caught In COVID Hypocrisy: TX Official Tells Voters To Gather In Person For Virtual Speech,2020-07-09T18:37:56Z,703223,9310.0,284.0,2632.0,271,MSNBC,3410000,US,https://www.youtube.com/watch?v=kxKx94_J1s8,1.0,1.0,7.1,0.0,3.0,1.0,6.0,1.0,2.0,1.1,,,1.0,27,,Politics and Blame,Straight news,Not prevention
24,2020-07-05-2020-07-12,UCoMdktPbSTixAyNGwb-UYkQ,fh1Oaus6dCg,"Drunk people can't socially distance', police chief warns - UK COVID-19 update",2020-07-05T16:36:03Z,654170,3163.0,1274.0,3635.0,208,Sky News,2580000,GB,https://www.youtube.com/watch?v=fh1Oaus6dCg,1.0,1.0,4.1,0.0,3.0,1.0,6.0,9.0,7.0,1.1,,,1.0,27,,Prevention and Action,Straight news,Lockdown
27,2020-07-05-2020-07-12,UC0p5jTq6Xx_DosDFxVXnWaQ,PAs0gw1zIuQ,Covid-19: why travel will never be the same | The Economist,2020-07-10T14:34:31Z,636338,7367.0,358.0,835.0,467,The Economist,1570000,GB,https://www.youtube.com/watch?v=PAs0gw1zIuQ,1.0,1.0,6.0,4.1,3.0,4.0,6.0,9.0,7.0,1.1,,,1.0,27,,Economy,Straight news,Not prevention
30,2020-07-05-2020-07-12,UCrp_UI8XtuYfpiqluWLD7Lw,izQ4AK_SuWU,U.S. coronavirus case top 2.8M as scientists claim WHO is downplaying the virus&#39; airborne risk,2020-07-06T16:35:22Z,608051,1827.0,1972.0,2798.0,124,CNBC Television,842000,US,https://www.youtube.com/watch?v=izQ4AK_SuWU,1.0,1.0,7.1,2.0,3.0,1.0,2.0,9.0,7.0,1.1,,,1.0,27,,Politics and Blame,Straight news,Not prevention
36,2020-07-05-2020-07-12,UCrp_UI8XtuYfpiqluWLD7Lw,Y-AUoe4l5Mw,U.S. coronavirus cases near 3 million after the country reported a record single-day increase,2020-07-08T15:20:43Z,505257,1768.0,1988.0,3535.0,118,CNBC Television,842000,US,https://www.youtube.com/watch?v=Y-AUoe4l5Mw,1.0,1.0,2.0,4.1,3.0,1.0,2.0,9.0,7.0,1.1,,,,27,,Statistics and Modeling,Straight news,Not prevention
0,2020-07-12-2020-07-19,UCMtFAi84ehTSYSE9XoHefig,yrUlgF5q6Mo,Trump&#39;s Secretive Covid Data-Grab Overshadows Good News About A Promising Vaccine,2020-07-16T03:50:00Z,3665468,52156.0,2071.0,7742.0,899,The Late Show with Stephen Colbert,7770000,US,https://www.youtube.com/watch?v=yrUlgF5q6Mo,1.0,2.0,7.1,0.0,3.0,1.0,6.0,1.0,1.0,1.3,,,0.0,28,,Politics and Blame,Entertainment news,Not prevention
1,2020-07-12-2020-07-19,UCMtFAi84ehTSYSE9XoHefig,MO-NFvb-qzY,"Trump&#39;s New Coronavirus Plan: Threaten America&#39;s Schools, Trash Dr. Fauci In The Press",2020-07-14T04:36:43Z,2948533,47630.0,1762.0,7808.0,964,The Late Show with Stephen Colbert,7770000,US,https://www.youtube.com/watch?v=MO-NFvb-qzY,1.0,2.0,7.1,4.1,3.0,1.0,6.0,1.0,1.0,1.3,,,0.0,28,,Politics and Blame,Entertainment news,Not prevention
2,2020-07-12-2020-07-19,UCMtFAi84ehTSYSE9XoHefig,w8icJJZKAgM,GOP Lawmakers Set To Skip Trump&#39;s Convention In Jacksonville As Florida&#39;s Covid Numbers Spike,2020-07-15T04:38:28Z,2913911,42700.0,1173.0,6022.0,800,The Late Show with Stephen Colbert,7770000,US,https://www.youtube.com/watch?v=w8icJJZKAgM,1.0,2.0,7.1,0.0,3.0,1.0,6.0,1.0,1.0,1.3,,,0.0,28,,Politics and Blame,Entertainment news,Not prevention
3,2020-07-12-2020-07-19,UCXIJgqnII2ZOINSWNOGFThA,7voTUuVT5i4,Hong Kong scientist claiming China &#39;covered up&#39; coronavirus data speaks out,2020-07-13T20:20:40Z,2471314,51203.0,3072.0,15964.0,343,Fox News,5980000,US,https://www.youtube.com/watch?v=7voTUuVT5i4,1.0,1.0,7.2,0.0,3.0,3.0,3.0,3.0,2.0,1.2,,,0.0,28,,Politics and Blame,Straight news,Not prevention
4,2020-07-12-2020-07-19,UCVTyTA7-g9nopHeHbeuvpRA,Q6AYg0oLfC8,Trump and His Allies Want You to &quot;Adapt&quot; to the Coronavirus Crisis: A Closer Look,2020-07-16T01:00:02Z,2285308,40694.0,1186.0,7488.0,898,Late Night with Seth Meyers,3840000,US,https://www.youtube.com/watch?v=Q6AYg0oLfC8,1.0,2.0,7.1,0.0,3.0,1.0,6.0,1.0,1.0,1.3,,,0.0,28,,Politics and Blame,Entertainment news,Not prevention
5,2020-07-12-2020-07-19,UCMtFAi84ehTSYSE9XoHefig,-GZmDWsUSBg,Tom Hanks And Rita Wilson Suffered Completely Different Covid-19 Symptoms,2020-07-15T08:52:09Z,2019944,19435.0,2671.0,6301.0,545,The Late Show with Stephen Colbert,7770000,US,https://www.youtube.com/watch?v=-GZmDWsUSBg,1.0,2.0,9.0,1.0,1.0,1.0,6.0,1.0,6.0,1.1,,,0.0,28,,Human Interest,Entertainment news,Not prevention
6,2020-07-12-2020-07-19,UCupvZG-5ko_eiXAupbDfxWw,20OzjniTJQU,Cooper: Trump poses with can of beans while Covid-19 surges,2020-07-16T02:18:30Z,1988633,35497.0,5047.0,23939.0,630,CNN,10500000,US,https://www.youtube.com/watch?v=20OzjniTJQU,1.0,1.0,7.1,2.0,3.0,9.0,7.0,1.0,1.0,1.1,,,0.0,28,,Politics and Blame,Straight news,Not prevention
7,2020-07-12-2020-07-19,UCMtFAi84ehTSYSE9XoHefig,F8DDvJkx07U,Double Hack: Bitcoin Bandits Take Over Twitter While Russia Spies On Covid Vaccine Researchers,2020-07-17T03:50:01Z,1921638,31483.0,883.0,3688.0,751,The Late Show with Stephen Colbert,7770000,US,https://www.youtube.com/watch?v=F8DDvJkx07U,1.0,2.0,7.1,0.0,3.0,1.0,6.0,1.0,2.0,1.3,,,0.0,28,,Politics and Blame,Entertainment news,Not prevention
12,2020-07-12-2020-07-19,UCqnbDFdCpuN8CMEg0VuEBqA,XvK6Y_txWEE,Donald Trump Isn&#39;t the Worst Covid President. Just Ask Brazilians. | NYT Opinion,2020-07-15T17:00:08Z,1319416,139974.0,160087.0,48392.0,385,The New York Times,3100000,US,https://www.youtube.com/watch?v=XvK6Y_txWEE,1.0,1.0,7.1,0.0,3.0,9.0,6.0,9.0,1.0,1.1,,,1.0,28,,Politics and Blame,Straight news,Not prevention
14,2020-07-12-2020-07-19,UCupvZG-5ko_eiXAupbDfxWw,-n6ZN-UeRL8,Heckler shames Florida governor during Covid-19 press conference,2020-07-14T13:59:36Z,1226238,14254.0,1875.0,10215.0,653,CNN,10500000,US,https://www.youtube.com/watch?v=-n6ZN-UeRL8,1.0,1.0,2.0,4.5,3.0,1.0,3.0,9.0,7.0,1.1,,,1.0,28,,Statistics and Modeling,Straight news,Not prevention
19,2020-07-12-2020-07-19,UCMSsLqxqvZsNXi0Z-VjN89A,xJ4Epf8i1uk,The TRUTH of How Coronavirus Spreads and How to Prevent Coronavirus | Airborne Transmission,2020-07-16T13:45:00Z,1039010,28740.0,2073.0,5063.0,1099,Doctor Mike Hansen,380000,US,https://www.youtube.com/watch?v=xJ4Epf8i1uk,1.0,7.0,1.0,4.2,3.0,1.0,3.0,9.0,7.0,1.1,,,0.0,28,,Virus information,Educational/YouTubers-professionals,Not prevention
23,2020-07-12-2020-07-19,UCvthuVsurPaVz2a7_4LepGg,5a7fUt1nvek,My Worst Nightmare Came True...Covid-19,2020-07-18T16:00:04Z,857399,8994.0,478.0,,622,Family Fun Pack,9350000,US,https://www.youtube.com/watch?v=5a7fUt1nvek,1.0,8.0,9.0,0.0,1.0,1.0,6.0,1.0,6.0,1.3,,,0.0,28,"I said 1.3 because they seemed really misinformed (once she tested positive she was interacting and not isolating, and didn't wear a mask and acted like touching her family was the issue rather than breathing on them).  CS:  I agreed.",Human Interest,YouTubers-laypersons/channels,Not prevention
26,2020-07-12-2020-07-19,UChDKyKQ59fYz3JO2fl0Z6sg,Q0XCFYphwfk,US Sets Another Single-Day Record For Coronavirus Cases | TODAY,2020-07-18T12:06:51Z,810639,4780.0,3273.0,7509.0,220,TODAY,2430000,US,https://www.youtube.com/watch?v=Q0XCFYphwfk,1.0,1.0,2.0,7.1,3.0,9.0,7.0,9.0,7.0,1.1,,,0.0,28,,Statistics and Modeling,Straight news,Not prevention
